(1325.176009, 1660.862566), (1326.463927002, 1660.0399375539998), (1327.753135503, 1659.2164848310001), (1329.042344004, 1658.3930321080002), (1330.338005, 1657.565458)
(1330.338005, 1657.565458), (1336.6719281073997, 1653.5518859394144), (1350.1072110718458, 1645.0577549009377), (1368.6552066758243, 1633.3397969172297), (1390.5, 1619.545671)
(1390.5, 1619.545671), (1411.9614745625, 1605.961665125), (1429.7230643608918, 1594.653442847642), (1441.9553485100485, 1586.7905915089511), (1446.84344, 1583.532341)
(1446.84344, 1583.532341), (1446.6463194086596, 1581.1744002082023), (1443.7455148674576, 1574.301943748377), (1437.1310984292516, 1560.7665175915968), (1425.59344, 1538.028389)
(1425.59344, 1538.028389), (1416.9262891032238, 1520.9693851810982), (1409.7415831260182, 1506.6387744489116), (1404.8312518441908, 1496.6244619549473), (1403.0, 1492.538985)
(1403.0, 1492.538985), (1408.823953173572, 1486.0490522112134), (1421.8019251419114, 1473.2408416542683), (1435.1093236207557, 1460.6975945177815), (1441.929034, 1455.0)
(1441.929034, 1455.0), (1445.6529970137894, 1456.7153348708543), (1454.9110528249737, 1461.3715106481645), (1468.2150740046127, 1468.2092879746706), (1484.196983, 1476.53059)
(1484.196983, 1476.53059), (1500.3350834304179, 1484.9215113532941), (1513.5709650465833, 1491.6924234198314), (1522.6130263452185, 1496.1926251071059), (1526.179623, 1497.773459)
(1526.179623, 1497.773459), (1530.3141636461132, 1490.6823984191958), (1540.9712152986776, 1471.525356898078), (1556.6122927363183, 1443.0850165507577), (1575.78011, 1407.992869)
(1575.78011, 1407.992869), (1587.8913357595, 1385.7538910535), (1600.0391145142498, 1363.44779345525), (1612.2234462642498, 1341.07457620525), (1624.517437, 1318.5)
(1624.517437, 1318.5), (1630.0833175702498, 1318.432649717), (1635.6436378202502, 1318.3653667170001), (1641.1928374297502, 1318.298218283), (1646.758718, 1318.230868)
(1646.758718, 1318.230868), (1658.8092006957354, 1318.036685975979), (1665.49829525, 1317.7312428750001), (1668.3910681848806, 1317.1775651244488), (1669.034318, 1316.230868)
(1669.034318, 1316.230868), (1665.905692352961, 1218.852247564924), (1657.9633975865477, 1000.3675735301385), (1648.7257469323886, 756.5754324482734), (1643.524592, 632.291235)
(1643.524592, 632.291235), (1641.1677585511252, 624.9101971824471), (1637.1256471772344, 615.1056818171884), (1631.8864735242873, 603.99424490247), (1625.900677, 592.635362)
(1625.900677, 592.635362), (1598.729268096573, 552.4271466768996), (1565.6588864876744, 518.9977813479901), (1526.795688850688, 493.3576712666345), (1481.919646, 476.6328)
(1481.919646, 476.6328), (1467.8299403786639, 473.6225863225844), (1451.7945213670926, 471.7980179598702), (1427.0733879599352, 470.74125143500913), (1385.5, 469.991747)
(1385.5, 469.991747), (1319.3662550348956, 468.20202071973534), (1265.6822578885212, 464.4642291016955), (1221.599652892951, 458.0384220230308), (1182.5, 447.964039)
(1182.5, 447.964039), (1148.412204846272, 434.79513533984937), (1119.5792988565304, 418.05909791386324), (1094.8623785531424, 396.2627965314024), (1072.5, 367.245204)
(1072.5, 367.245204), (1070.129524099612, 363.6928816582763), (1068.0652000020839, 360.76350962722057), (1066.533273106805, 358.76866132477426), (1065.753277, 358.015689)
(1065.753277, 358.015689), (1064.4724583532618, 358.96368051326124), (1061.519926929602, 361.5682711800622), (1057.3249199431832, 365.4414164011367), (1052.253277, 370.255972)
(1052.253277, 370.255972), (1024.0585921704048, 395.5847579698762), (998.010378712289, 414.836482036132), (972.473307674245, 428.81812875314495), (945.204752, 438.561424)
(945.204752, 438.561424), (927.3152701838112, 442.60440757305696), (906.3407981061617, 445.185531341894), (877.78370411239, 446.5553986845047), (835.5, 446.979802)
(835.5, 446.979802), (793.8487002646841, 447.3876937250285), (755.579498687966, 448.5875502967749), (722.3885361923656, 450.6157637492172), (695.756582, 453.539649)
(695.756582, 453.539649), (691.9423035340392, 454.1014340372222), (688.6678446014284, 454.56504946553883), (686.2922025061678, 454.8807325023144), (685.159485, 455.0)
(685.159485, 455.0), (684.7825106536304, 453.5489447216796), (684.3790633955921, 449.57856774817867), (683.996363543919, 443.6644816015625), (683.678199, 436.25)
(683.678199, 436.25), (682.6568377429826, 418.15445436969037), (680.7570838799229, 402.0076571754479), (677.7750461251426, 386.83381779135306), (673.383989, 371.198107)
(673.383989, 371.198107), (672.0233643050692, 366.83083527924), (670.954155821109, 363.18025017510763), (670.2872192098542, 360.6381245767815), (670.135226, 359.590833)
(670.135226, 359.590833), (671.8124327100813, 358.3462028747482), (676.1047794267488, 355.1864983506855), (682.3363529771476, 350.60862512091114), (690.0, 344.985656)
(690.0, 344.985656), (727.5614859645759, 316.6939764500822), (753.6723935027178, 295.23378906145626), (770.499583584389, 278.8932252436157), (779.928377, 266.008992)
(779.928377, 266.008992), (783.8953077924416, 250.1603106776286), (779.8928389151283, 236.16352586705426), (769.3698782090534, 226.67193861185942), (753.442558, 224.717016)
(753.442558, 224.717016), (743.6711188106549, 227.54075579303083), (730.9375217299876, 234.23090225656654), (711.5501122033651, 247.14308403870004), (680.5, 269.582511)
(680.5, 269.582511), (667.8793408151125, 278.80015675059093), (655.0134309568, 288.1087707991538), (643.4006411697641, 296.42660253007375), (634.5, 302.696984)
(634.5, 302.696984), (618.5619947362147, 313.48330613002565), (609.1080258954522, 317.8051800419015), (602.3871945129544, 315.9745599190194), (594.119148, 308.117443)
(594.119148, 308.117443), (586.9684487969644, 301.1855978602654), (580.18604424375, 295.74329721054), (572.57127189, 291.00112289504), (562.518768, 285.953667)
(562.518768, 285.953667), (533.325063694735, 275.25282918732904), (499.3656334556573, 268.50470869023025), (461.82998279258265, 266.66663154125365), (421.5, 271.183033)
(421.5, 271.183033), (417.5097011668619, 271.99013292539234), (413.88687346095355, 272.7004498768811), (411.0392666686347, 273.2351223563164), (409.343386, 273.519794)
(409.343386, 273.519794), (388.0176181278215, 279.20038977632913), (360.9695286722082, 290.8820562197055), (331.66075543887274, 307.13227837989416), (303.5, 326.719097)
(303.5, 326.719097), (287.5464712440378, 340.6748136035645), (268.24984517630736, 359.0207241415619), (252.0496248648344, 375.4371625949733), (245.040584, 384.0)
(245.040584, 384.0), (248.88721022700992, 387.3038208341755), (257.48552609049307, 393.46599005747964), (266.73948755300114, 399.6694436137808), (273.169372, 403.498881)
(273.169372, 403.498881), (275.1123734781959, 404.4569690117437), (276.4809551462784, 405.2396225724906), (277.1558611115306, 405.76881539152686), (277.0, 405.967518)
(277.0, 405.967518), (270.4790511132581, 403.0927090651155), (259.6578536607146, 396.362553228706), (249.06580859281993, 388.76466731646144), (244.021527, 383.741851)
(244.021527, 383.741851), (247.85300224642748, 378.75434892663185), (257.3158101114505, 368.3863207859116), (269.32683041769667, 355.9237166598434), (281.0, 344.485268)
(281.0, 344.485268), (309.87892381199714, 320.5512498851473), (340.7136035527114, 300.344604009211), (371.3825048528296, 284.88761562456466), (401.130165, 274.507177)
(401.130165, 274.507177), (405.0985965845959, 273.3078937903233), (408.271208206002, 271.49069986347786), (412.16936373506536, 267.8981238577279), (418.522568, 261.134017)
(418.522568, 261.134017), (471.9832429365014, 210.75097710689906), (530.4082549229765, 167.82770487875888), (590.5550067442889, 132.5953531885415), (652.0, 103.728812)
(652.0, 103.728812), (667.2722633959428, 97.56109348034855), (684.9223112712357, 90.70933188427233), (699.8163563681036, 85.12222991422959), (707.587215, 82.468364)
(707.587215, 82.468364), (709.5407920689897, 81.90839514378126), (713.299552572947, 80.72050749488147), (718.2934016752691, 79.08891123096862), (724.087215, 77.152861)
(724.087215, 77.152861), (763.9013232526239, 65.14316393800658), (807.5374022392866, 54.19856984666538), (851.320329284416, 44.89645680752276), (893.5, 37.465861)
(893.5, 37.465861), (1002.3841231494509, 24.99467825186805), (1103.76647522229, 20.44424097233383), (1193.5960490421521, 21.9760523889673), (1271.0, 28.533479)
(1271.0, 28.533479), (1485.7188456169506, 81.92981924662084), (1650.3090871513, 168.5656233903453), (1778.4435654357908, 278.3825565184631), (1878.133778, 407.120172)
(1878.133778, 407.120172), (1922.7799427803106, 486.8903849744138), (1957.102756101895, 566.5126834531932), (1980.1229825590647, 641.2764394045669), (1990.925905, 707.5)
(1990.925905, 707.5), (1994.878761559871, 781.0131935715771), (2000.1460532712456, 902.164297002118), (2005.9065186370808, 1050.013547596787), (2011.486244, 1207.0)
(2011.486244, 1207.0), (2022.8551738519468, 1592.7753662834698), (2029.2916680196945, 1903.2708266935558), (2031.2853020972516, 2122.82166000455), (2029.045809, 2241.27417)
(2029.045809, 2241.27417), (2010.094487114849, 2375.0973164313245), (1974.5629984066534, 2485.07862380055), (1923.4782684149823, 2572.6268225049835), (1857.0, 2638.755887)
(1857.0, 2638.755887), (1832.57897850765, 2654.8956744643324), (1805.74361180623, 2669.183829393847), (1779.536247427502, 2680.1605879017475), (1757.0, 2686.341651)
(1757.0, 2686.341651), (1755.8302291549985, 2686.4922658823957), (1755.6935791699266, 2686.386444862712), (1756.5825435569088, 2686.0295375141063), (1758.5, 2685.423552)
(1758.5, 2685.423552), (1777.12071409375, 2679.6097588125), (1791.71452725, 2674.44269325), (1804.0642329319817, 2669.2368459525064), (1816.0, 2663.284854)
(1816.0, 2663.284854), (1894.6271089804054, 2604.113228648164), (1956.4515183375295, 2519.387626048593), (2000.543540844928, 2409.2154030898037), (2025.456517, 2272.27417)
(2025.456517, 2272.27417), (2028.7885296631728, 2218.9062978156912), (2030.295090221398, 2140.0132467414583), (2029.9191907560075, 2023.950273042713), (2027.520187, 1855.0)
(2027.520187, 1855.0), (2020.6863938454735, 1551.449530126178), (2009.9848077967558, 1192.8906257011454), (1997.6080053882856, 860.4564666072848), (1987.392705, 683.0)
(1987.392705, 683.0), (1966.9171759280334, 597.6838269819764), (1931.284027780934, 506.7904037946039), (1881.2366781575172, 414.23526943636546), (1817.136677, 324.5)
(1817.136677, 324.5), (1715.499991097784, 220.36340319295985), (1590.3245728534812, 132.38365957367844), (1434.956716547595, 64.96745523369772), (1234.5, 25.567628)
(1234.5, 25.567628), (1174.0333550044493, 22.055273079064037), (1103.0725857535408, 21.544307279258625), (1024.331980935239, 24.549635361471942), (941.0, 31.938182)
(941.0, 31.938182), (888.6993199615207, 39.33226842843962), (833.3751512320787, 49.52449541770799), (777.4949166929663, 62.450290111738404), (724.087215, 78.152861)
(724.087215, 78.152861), (718.4086827912622, 80.05079884008532), (713.3940632642136, 81.69004956146786), (709.6030941054017, 82.8892823311466), (707.587215, 83.468364)
(707.587215, 83.468364), (700.0985415225744, 86.01933764108752), (685.3172127031205, 91.55850296941009), (667.6836635412874, 98.39881202907338), (652.0, 104.728812)
(652.0, 104.728812), (600.0352532630407, 128.73286896744608), (547.7363009199016, 158.0300239051027), (496.051213621423, 193.32491624988074), (445.18448, 236.231777)
(445.18448, 236.231777), (434.25208438544195, 246.89208649900397), (423.16840434320204, 258.23132781648565), (414.6198484230106, 267.4471207710977), (411.359576, 271.692909)
(411.359576, 271.692909), (412.2870275338239, 271.69059403550506), (414.5163414298035, 271.3939659333887), (417.70160323886074, 270.8571365912268), (421.627278, 270.108876)
(421.627278, 270.108876), (460.0685717028025, 265.6688861674976), (496.6221313156823, 267.1808897312302), (530.4331159577154, 273.57787830218246), (561.873782, 284.34854)
(561.873782, 284.34854), (571.6881003779961, 288.94302523139015), (579.7095785793279, 293.7382859011308), (586.9845485270582, 299.38612064790254), (594.654458, 306.669666)
(594.654458, 306.669666), (601.687826892502, 313.50938156877385), (606.3424449323506, 316.5694475828283), (610.3239482996094, 316.51867628681225), (615.389401, 313.880937)
(615.389401, 313.880937), (625.0316625788545, 307.55966948460747), (639.5498501652845, 297.45885672588633), (657.8911850040873, 284.3329142582976), (679.5, 268.57702)
(679.5, 268.57702), (716.8443813606938, 241.91029862560734), (740.0751970332885, 227.90692332618482), (755.184859116167, 223.19700528755243), (767.51513, 225.08051)
(767.51513, 225.08051), (777.8380777804973, 231.51157611244645), (783.6822038234291, 241.1908058384054), (784.8690439446825, 253.04273357972357), (781.032573, 266.348472)
(781.032573, 266.348472), (772.3972085882972, 278.83983857136633), (755.9882011809151, 295.08451206205746), (729.9351866616473, 316.62753725796006), (691.0, 345.985656)
(691.0, 345.985656), (683.4911295961745, 351.4932096795884), (677.2437024994456, 356.07768762047806), (672.9308212176511, 359.2450381788414), (671.222453, 360.503606)
(671.222453, 360.503606), (671.3574416712593, 361.3117610536002), (671.9297141010579, 363.3520761602368), (672.8456686986353, 366.31081486351854), (674.035498, 369.946561)
(674.035498, 369.946561), (678.3433301836026, 384.8773029683068), (681.4747272154173, 400.49455227656756), (683.544899953075, 417.2087334173514), (684.675324, 435.75)
(684.675324, 435.75), (684.94871884375, 442.8361328125), (685.2247868649545, 448.62416887730416), (685.4713828558095, 452.53203425996094), (685.660465, 454.0)
(685.660465, 454.0), (686.5630092940222, 453.88712216250514), (688.7579759527468, 453.5801043078309), (691.9101210930851, 453.1266726084465), (695.756582, 452.563928)
(695.756582, 452.563928), (718.689490442145, 449.8186562148818), (745.9600471730117, 448.01225500747057), (782.1473607947338, 446.8415495970172), (831.5, 446.022123)
(831.5, 446.022123), (879.4519384929885, 445.23015388700014), (907.7983508538697, 444.0500413870444), (925.8248602406059, 441.9858227584991), (941.477688, 438.521711)
(941.477688, 438.521711), (969.0395393053059, 429.1440225904737), (995.1502089309408, 415.18533745696413), (1021.8167259901745, 395.6540874185352), (1051.253277, 369.255972)
(1051.253277, 369.255972), (1056.3429625, 364.49967753125003), (1060.7654918555327, 360.6160347019636), (1064.0507195889397, 357.99924885889124), (1065.753277, 357.031295)
(1065.753277, 357.031295), (1067.09336903125, 357.944083984375), (1069.3795204344829, 360.58402238938004), (1072.525488595928, 364.8389786857699), (1076.5, 370.677112)
(1076.5, 370.677112), (1108.0148806600446, 406.83949098580706), (1147.7440824120322, 433.0489447593231), (1195.8421061547717, 450.87151436134), (1253.0, 461.885204)
(1253.0, 461.885204), (1280.1212377204668, 464.9431679050987), (1307.909358286178, 466.9276394319078), (1341.5725159511082, 468.1782256951714), (1386.0, 469.011874)
(1386.0, 469.011874), (1416.8880745880836, 469.5178999871291), (1437.909801081178, 470.0524085344074), (1451.5232082277346, 470.6833020002383), (1460.0, 471.484842)
(1460.0, 471.484842), (1512.576059010017, 485.64126851907855), (1557.9686572031037, 511.31722013466674), (1595.98544773918, 546.8860452581546), (1626.778443, 591.5)
(1626.778443, 591.5), (1632.7065765138034, 603.0562857387653), (1638.3219103699048, 615.4276103976603), (1642.71801675, 626.471686859375), (1645.02536, 634.163146)
(1645.02536, 634.163146), (1649.8646565320585, 756.9506683983294), (1658.910996894287, 1001.4073461626638), (1666.8065706622283, 1220.267533178256), (1670.034566, 1316.730868)
(1670.034566, 1316.730868), (1670.025941783, 1317.2874698155001), (1670.0173089245, 1317.8446293482502), (1670.008676066, 1318.4017888810001), (1670.0, 1318.961737)
(1670.0, 1318.961737), (1664.4662935699998, 1319.02868333625), (1658.915902598, 1319.09583152075), (1653.354388598, 1319.1631142707502), (1647.753944, 1319.230868)
(1647.753944, 1319.230868), (1642.22023757, 1319.297814585), (1636.669846598, 1319.3649630189998), (1631.1083325980003, 1319.432246019), (1625.507888, 1319.5)
(1625.507888, 1319.5), (1613.3095536017502, 1341.897375), (1601.12340535175, 1364.272375), (1588.9738155465, 1386.58025), (1576.763295, 1409.0)
(1576.763295, 1409.0), (1554.743551273217, 1449.2531165970731), (1539.276579210107, 1477.1082328923922), (1529.9135403415962, 1493.371105585468), (1526.229087, 1498.790756)
(1526.229087, 1498.790756), (1522.345707801666, 1497.2321777311927), (1513.0132847502887, 1492.742190062862), (1499.552521768198, 1485.9700833557667), (1483.155772, 1477.496841)
(1483.155772, 1477.496841), (1472.9380555075, 1472.1546351749998), (1462.6584134605, 1466.780052345), (1452.32716678475, 1461.3784886775), (1441.872069, 1455.912171)
(1441.872069, 1455.912171), (1437.1522625255, 1460.4423784829999), (1432.422988034, 1464.9816736439998), (1427.6937135425, 1469.520968805), (1422.936035, 1474.087527)
(1422.936035, 1474.087527), (1415.5971111152073, 1481.1533414756502), (1409.5779138633952, 1486.9899194759769), (1405.505731279748, 1490.9861394111904), (1404.0, 1492.538985)
(1404.0, 1492.538985), (1405.7975012119928, 1496.164230935168), (1410.6767127086925, 1505.8002993653604), (1417.8420267872907, 1519.8810941649174), (1426.561928, 1536.966721)
(1426.561928, 1536.966721), (1435.361117939683, 1554.370798384381), (1442.4558193358553, 1568.7529773113145), (1447.1561318431068, 1578.681468415194), (1448.801163, 1582.793959)
(1448.801163, 1582.793959), (1429.9722108158894, 1595.6426312405952), (1388.3561431933206, 1622.5887768515313), (1346.0135905397099, 1649.4823107778766), (1325.392443, 1661.918612)
(1325.392443, 1661.918612), (1322.705343710068, 1659.0958468113472), (1316.1595055564837, 1651.302381808727), (1306.6702580381866, 1639.6448848330322), (1295.068674, 1625.120706)
(1295.068674, 1625.120706), (1287.844965583, 1616.0023005585), (1280.570128795, 1606.8193563524999), (1273.2587717420001, 1597.5903130289998), (1265.852462, 1588.241412)
(1265.852462, 1588.241412), (1261.36418559525, 1590.7359855107502), (1256.87140740875, 1593.23306110125), (1252.3741274405, 1595.7326387715002), (1247.845335, 1598.249731)
(1247.845335, 1598.249731), (1240.8370313500075, 1602.2184301282277), (1235.0186812774687, 1605.6527005636563), (1230.9970162621782, 1608.1850996845337), (1229.381212, 1609.448961)
(1229.381212, 1609.448961), (1229.4049184619776, 1613.3408441504484), (1229.8073641431797, 1623.025210162206), (1230.5152742033608, 1636.9624992539827), (1231.462108, 1653.747371)
(1231.462108, 1653.747371), (1233.2752763692056, 1685.3019043789625), (1233.8983821538725, 1701.3100444675292), (1233.383336734375, 1707.2767953124999), (1231.75, 1708.434027)
(1231.75, 1708.434027), (1225.133629824, 1709.1642829836735), (1208.6923074436338, 1710.8139876232235), (1184.7593600696105, 1713.1521700657463), (1155.5, 1715.963427)
(1155.5, 1715.963427), (1126.863682963691, 1718.7045065456896), (1102.8654448667662, 1721.0208956848983), (1086.1354673608262, 1722.657756994325), (1079.314646, 1723.359319)
(1079.314646, 1723.359319), (1078.3899370779234, 1723.4419018814683), (1077.4815281029619, 1723.4171206839444), (1076.6935532377825, 1723.2937994080542), (1076.128289, 1723.079287)
(1076.128289, 1723.079287), (1075.3453977948789, 1719.8900906077597), (1073.941497379014, 1711.6217423251796), (1072.1054752490495, 1699.45423718657), (1070.016135, 1684.480317)
(1070.016135, 1684.480317), (1067.9913242050595, 1669.760186756996), (1066.2047616273555, 1657.380964894735), (1064.8567378321884, 1648.7015630755059), (1064.147875, 1645.086195)
(1064.147875, 1645.086195), (1057.9478934694343, 1644.2066894285783), (1044.8811859246107, 1643.8329578942885), (1031.5869194772768, 1644.016624793156), (1024.816323, 1644.816811)
(1024.816323, 1644.816811), (1024.275845370581, 1648.3610493236547), (1023.3126381475386, 1657.4901905155516), (1022.0697904467715, 1670.7438098630982), (1020.676622, 1686.806368)
(1020.676622, 1686.806368), (1019.2826281143864, 1702.9647717158814), (1018.0611225330758, 1716.205076334279), (1017.1409389531249, 1725.20576546875), (1016.64458, 1728.688753)
(1016.64458, 1728.688753), (989.5728468102558, 1726.4400078349754), (928.9780925876794, 1720.6345058352863), (866.1349503760218, 1714.3313126053463), (835.896901, 1710.936281)
(835.896901, 1710.936281), (835.7296816367211, 1707.4528790296818), (836.1161343533736, 1697.8429552039765), (837.0385595613058, 1682.5043823008446), (838.496067, 1661.623582)
(838.496067, 1661.623582), (839.82491579324, 1642.8728823918445), (840.8517681462065, 1627.2084564643405), (841.4667225765642, 1616.362217087046), (841.557717, 1612.093388)
(841.557717, 1612.093388), (840.0654374923531, 1611.326774534293), (836.3611882264859, 1609.8340229847174), (830.9897225077106, 1607.8259236652325), (824.447699, 1605.496769)
(824.447699, 1605.496769), (815.011527965389, 1602.2576276413552), (809.8448489449628, 1600.7439267807083), (807.3931142111718, 1600.6353306701362), (806.050293, 1601.607275)
(806.050293, 1601.607275), (803.83290559375, 1604.3542941093751), (799.1192179999999, 1610.4346371249999), (792.6153129538595, 1618.930618429895), (784.969762, 1629.0)
(784.969762, 1629.0), (777.4016396125999, 1639.003406865372), (771.0812914999999, 1647.35526625), (766.6599057775161, 1653.1952544650235), (764.777694, 1655.677502)
(764.777694, 1655.677502), (764.8008818813521, 1656.4963460906574), (765.8416090542714, 1657.7596773059804), (767.9464226609709, 1659.5126202886343), (771.187723, 1661.818703)
(771.187723, 1661.818703), (785.4806055954434, 1673.2442776271519), (797.1520456232611, 1686.2224880349881), (806.115754914749, 1700.516839508669), (812.341728, 1716.024812)
(812.341728, 1716.024812), (817.6312150828172, 1747.3469388306798), (816.1618610471096, 1779.8222134893044), (808.6210739083969, 1810.5333570797775), (795.47407, 1837.038531)
(795.47407, 1837.038531), (794.133432211993, 1839.0963918192851), (793.08425022247, 1840.8345711678983), (792.4327948227759, 1842.0675151845583), (792.282891, 1842.616225)
(792.282891, 1842.616225), (803.4014125609233, 1843.0428046171528), (859.594187578782, 1843.833734885809), (992.7688326808102, 1845.3931963530515), (1226.5, 1848.031838)
(1226.5, 1848.031838), (1264.8919316402603, 1848.5499624254458), (1301.0489021330582, 1849.1892069095015), (1330.9929969809184, 1849.8663105328033), (1351.0, 1850.505672)
(1351.0, 1850.505672), (1480.7025663386075, 1860.9842446776768), (1572.3975127293434, 1879.3312448371094), (1631.931460419558, 1905.599379896042), (1664.100971, 1940.200022)
(1664.100971, 1940.200022), (1667.9305925555482, 1949.312638509327), (1671.3080064630471, 1959.6090085281282), (1673.2697572812501, 1967.740703890625), (1672.858294, 1970.412421)
(1672.858294, 1970.412421), (1672.5256500847224, 1970.0330407699305), (1672.2528241940508, 1969.390517160992), (1672.068248674469, 1968.5747559897397), (1672.0, 1967.670884)
(1672.0, 1967.670884), (1671.841281685317, 1966.2419867694439), (1671.4084377796694, 1963.9775910330336), (1670.76673161386, 1961.1858977852478), (1669.976817, 1958.158902)
(1669.976817, 1958.158902), (1643.2721594355733, 1916.204601602828), (1585.864976634906, 1884.7906444763362), (1491.4058604674547, 1863.3909167406855), (1350.752437, 1851.502929)
(1350.752437, 1851.502929), (1321.2687149101653, 1850.544963421084), (1268.4319408555234, 1849.603567599288), (1170.0108076535057, 1848.37891250935), (997.0, 1846.49767)
